x,y
0,1625
1,1622
2,1715
3,1934
4,2012
5,1840
6,1618
7,1526
8,1535
9,1619
10,1836
11,1967
12,1855
13,1608
14,1520
15,1535
16,1619
17,1834
18,2001
19,1954
20,1718
21,1586
22,1575
23,2741
24,2213
25,1821
26,1614
27,1476
28,1387
29,1356
30,1373
31,1430
32,1555
33,1697
34,1766
35,1728
36,1642
37,1557
38,1511
39,1559
40,1663
41,1744
42,1737
43,1671
44,1600
45,1555
46,1583
47,1670
48,1761
49,1769
50,1710
51,1630
52,1577
53,1582
54,1663
55,1771
56,1797
57,1744
58,1666
59,1605
60,1597
61,1666
62,1775
63,1819
64,1776
65,1702
66,1635
67,1614
68,1674
69,1777
70,1843
71,1819
72,1744
73,1651
74,1569
75,1674
76,1782
77,1869
78,1855
79,1781
80,1706
81,1647
82,1661
83,1744
84,1831
85,1835
86,1775
87,1697
88,1642
89,1645
90,1719
91,1818
92,1840
93,1790
94,1711
95,1651
96,1647
97,1724
98,1836
99,1875
100,1841
101,1771
102,1702
103,1680
104,1744
105,1861
106,1937
107,1925
108,1860
109,1798
110,1760
111,1801
112,1899
113,1970
114,1954
115,1882
116,1803
117,1751
118,1775
119,1857
120,1937
121,1936
122,1866
123,1776
124,1712
125,1707
126,1781
127,1872
128,1887
129,1830
130,1748
131,1685
132,1678
133,1745
134,1851
135,1890
136,1845
137,1759
138,1643
139,1675
140,1734
141,1843
142,1907
143,1874
144,1798
145,1725
146,1680
147,1721
148,1822
149,1898
150,1887
151,1819
152,1745
153,1701
154,1728
155,1819
156,1905
157,1909
158,1850
159,1771
160,1713
161,1719
162,1799
163,1896
164,1918
165,1863
166,1779
167,1719
168,1706
169,1776
170,1877
171,1892
172,1835
173,1746
174,1683
175,1667
176,1737
177,1855
178,1925
179,1906
180,1843
181,1776
182,1713
183,1827
184,1935
185,2015
186,2007
187,1950
188,1885
189,1840
190,1869
191,1954
192,2032
193,2023
194,1951
195,1878
196,1846
197,1849
198,1939
199,2046
200,2064
201,1977
202,1933
203,1891
204,1903
205,1971
206,2096
207,2114
208,2035
209,1913
210,1793
211,1714
212,1738
213,1835
214,1890
215,1869
216,1797
217,1723
218,1686
219,1723
220,1813
221,1887
222,1871
223,1794
224,1717
225,1665
226,1693
227,1790
228,1875
229,1874
230,1810
231,1729
232,1667
233,1673
234,1748
235,1843
236,1858
237,1766
238,1616
239,1462
240,1348
241,1319
242,1360
243,1439
244,1579
245,1835
246,2257
247,2882
248,4049
249,4095
250,4095
251,4095
252,4095
253,4095
254,4095
255,3317
256,2637
257,2128
258,1695
259,1381
260,1219
261,1213
262,1328
263,1523
264,1687
265,1739
266,1694
267,1619
268,1558
269,1557
270,1632
271,1723
272,1741
273,1681
274,1605
275,1535
276,1552
277,1632
278,1735
279,1778
280,1749
281,1659
282,1594
283,1572
284,1626
285,1731
286,1785
287,1750
288,1676
289,1606
290,1575
291,1618
292,1721
293,1796
294,1777
295,1703
296,1628
297,1585
298,1615
299,1712
300,1799
301,1795
302,1731
303,1653
304,1603
305,1616
306,1707
307,1803
308,1815
309,1753
310,1675
311,1610
312,1600
313,1671
314,1767
315,1797
316,1748
317,1663
318,1601
319,1583
320,1643
321,1744
322,1799
323,1766
324,1687
325,1616
326,1586
327,1633
328,1722
329,1819
330,1813
331,1750
332,1685
333,1650
334,1691
335,1793
336,1878
337,1882
338,1815
339,1744
340,1696
341,1714
342,1806
343,1903
344,1911
345,1853
346,1767
347,1703
348,1693
349,1761
350,1855
351,1882
352,1825
353,1734
354,1663
355,1634
356,1683
357,1781
358,1831
359,1792
360,1712
361,1634
362,1599
363,1645
364,1749
365,1823
366,1806
367,1728
368,1649
369,1605
370,1639
371,1739
372,1823
373,1814
374,1744
375,1666
376,1615
377,1633
378,1722
379,1819
380,1834
381,1771
382,1686
383,1630
384,1622
385,1699
386,1806
387,1840
388,1791
389,1709
390,1645
391,1630
392,1695
393,1795
394,1847
395,1808
396,1725
397,1649
398,1616
399,1667
400,1776
401,1861
402,1860
403,1808
404,1747
405,1717
406,1759
407,1853
408,1930
409,1920
410,1856
411,1792
412,1765
413,1802
414,1903
415,2000
416,2003
417,1935
418,1853
419,1799
420,1798
421,1872
422,1953
423,1962
424,1872
425,1735
426,1616
427,1535
428,1584
429,1680
430,1733
431,1707
432,1636
433,1569
434,1524
435,1578
436,1677
437,1744
438,1717
439,1639
440,1559
441,1516
442,1558
443,1655
444,1739
445,1734
446,1662
447,1583
448,1524
449,1535
450,1625
451,1731
452,1734
453,1646
454,1488
455,1333
456,1227
457,1189
458,1218
459,1260
460,1357
461,1575
462,1967
463,2559
464,3538
465,4095
466,4095
467,4095
468,4095
469,4095
470,4095
471,3297
472,2626
473,2128
474,1696
475,1359
476,1157
477,1104
478,1211
479,1398
480,1565
481,1621
482,1579
483,1517
484,1461
485,1471
486,1557
487,1663
488,1668
489,1613
490,1529
491,1474
492,1473
493,1552
494,1659
495,1694
496,1658
497,1571
498,1501
499,1488
500,1565
501,1673
502,1727
503,1691
504,1610
505,1535
506,1510
507,1571
508,1677
509,1745
510,1729
511,1654
512,1582
513,1535
514,1586
515,1682
516,1770
517,1767
518,1696
519,1616
520,1571
521,1587
522,1677
523,1790
524,1798
525,1735
526,1637
527,1594
528,1587
529,1661
530,1765
531,1796
532,1757
533,1657
534,1594
535,1575
536,1639
537,1745
538,1795
539,1754
540,1677
541,1616
542,1579
543,1629
544,1735
545,1810
546,1793
547,1725
548,1655
549,1617
550,1674
551,1775
552,1866
553,1872
554,1811
555,1742
556,1690
557,1707
558,1793
559,1902
560,1903
561,1838
562,1751
563,1689
564,1685
565,1761
566,1857
567,1887
568,1840
569,1737
570,1663
571,1638
572,1687
573,1790
574,1838
575,1794
576,1711
577,1634
578,1607
579,1651
580,1755
581,1825
582,1801
583,1721
584,1648
585,1607
586,1661
587,1755
588,1843
589,1839
590,1767
591,1686
592,1638
593,1657
594,1745
595,1854
596,1851
597,1790
598,1712
599,1659
600,1662
601,1741
602,1843
603,1872
604,1829
605,1734
606,1674
607,1654
608,1723
609,1826
610,1874
611,1831
612,1749
613,1692
614,1651
615,1711
616,1822
617,1904
618,1895
619,1840
620,1776
621,1743
622,1789
623,1872
624,1951
625,1942
626,1882
627,1824
628,1805
629,1840
630,1938
631,2039
632,2026
633,1955
634,1878
635,1825
636,1828
637,1899
638,1971
639,1965
640,1863
641,1728
642,1609
643,1557
644,1607
645,1712
646,1774
647,1743
648,1664
649,1605
650,1564
651,1614
652,1713
653,1777
654,1747
655,1669
656,1594
657,1535
658,1597
659,1680
660,1766
661,1761
662,1674
663,1616
664,1569
665,1584
666,1678
667,1777
668,1757
669,1641
670,1462
671,1297
672,1182
673,1167
674,1243
675,1360
676,1554
677,1865
678,2358
679,3044
680,4095
681,4095
682,4095
683,4095
684,4095
685,4095
686,3605
687,2821
688,2298
689,1905
690,1563
691,1306
692,1173
693,1169
694,1297
695,1474
696,1631
697,1666
698,1616
699,1535
700,1482
701,1492
702,1585
703,1691
704,1695
705,1639
706,1555
707,1503
708,1477
709,1585
710,1680
711,1726
712,1695
713,1603
714,1535
715,1520
716,1597
717,1706
718,1761
719,1723
720,1645
721,1587
722,1535
723,1604
724,1711
725,1776
726,1749
727,1677
728,1602
729,1566
730,1615
731,1709
732,1789
733,1783
734,1716
735,1646
736,1594
737,1611
738,1700
739,1805
740,1805
741,1743
742,1659
743,1601
744,1602
745,1680
746,1783
747,1810
748,1754
749,1666
750,1601
751,1587
752,1658
753,1762
754,1808
755,1767
756,1686
757,1635
758,1601
