x,y
0,1701
1,1667
2,1618
3,1631
4,1679
5,1739
6,1763
7,1742
8,1693
9,1651
10,1651
11,1696
12,1757
13,1807
14,1733
15,1745
16,1680
17,1680
18,1723
19,1790
20,1835
21,1835
22,1808
23,1746
24,1733
25,1765
26,1825
27,1875
28,1885
29,1849
30,1802
31,1794
32,1804
33,1837
34,1713
35,1767
36,1761
37,1749
38,1744
39,1742
40,1739
41,1738
42,1730
43,1726
44,1719
45,1722
46,1726
47,1730
48,1729
49,1727
50,1727
51,1721
52,1719
53,1727
54,1734
55,1739
56,1734
57,1733
58,1729
59,1727
60,1726
61,1731
62,1738
63,1742
64,1742
65,1691
66,1680
67,1671
68,1662
69,1660
70,1666
71,1665
72,1660
73,1653
74,1659
75,1663
76,1730
77,1750
78,1763
79,1769
80,1770
81,1766
82,1769
83,1771
84,1773
85,1774
86,1771
87,1771
88,1774
89,1775
90,1779
91,1786
92,1787
93,1787
94,1783
95,1779
96,1781
97,1787
98,1792
99,1795
100,1792
101,1787
102,1785
103,1783
104,1788
105,1792
106,1793
107,1791
108,1786
109,1780
110,1778
111,1777
112,1783
113,1789
114,1792
115,1791
116,1786
117,1788
118,1791
119,1794
120,1798
121,1802
122,1799
123,1798
124,1801
125,1806
126,1808
127,1808
128,1805
129,1799
130,1794
131,1791
132,1793
133,1802
134,1808
135,1815
136,1813
137,1808
138,1805
139,1806
140,1808
141,1810
142,1789
143,1744
144,1798
145,1801
146,1808
147,1822
148,1840
149,1851
150,1851
151,1846
152,1863
153,1889
154,1908
155,1905
156,1899
157,1888
158,1882
159,1875
160,1872
161,1875
162,1873
163,1871
164,1863
165,1857
166,1854
167,1857
168,1871
169,1873
170,1873
171,1868
172,1855
173,1840
174,1829
175,1826
176,1830
177,1833
178,1835
179,1834
180,1833
181,1827
182,1823
183,1826
184,1837
185,1840
186,1845
187,1840
188,1830
189,1821
190,1831
191,1851
192,1858
193,1855
194,1845
195,1838
196,1833
197,1831
198,1827
199,1806
200,1750
201,1697
202,1767
203,1806
204,1888
205,2037
206,2283
207,2554
208,2751
209,2909
210,2977
211,2970
212,2831
213,2670
214,2453
215,2278
216,2097
217,2027
218,1902
219,1859
220,1781
221,1724
222,1659
223,1643
224,1603
225,1666
226,1665
227,1683
228,1658
229,1691
230,1706
231,1680
232,1678
233,1680
234,1690
235,1699
236,1703
237,1706
238,1703
239,1725
240,1712
241,1725
242,1731
243,1738
244,1741
245,1735
246,1731
247,1731
248,1758
249,1757
250,1771
251,1777
252,1776
253,1775
254,1775
255,1783
256,1802
