x,y
0,1806
1,1761
2,1724
3,1710
4,1738
5,1759
6,1771
7,1753
8,1721
9,1696
10,1695
11,1715
12,1712
13,1760
14,1733
15,1695
16,1651
17,1638
18,1662
19,1709
20,1727
21,2675
22,2550
23,2333
24,2149
25,2007
26,1935
27,1914
28,1902
29,1862
30,1793
31,1731
32,1675
33,1686
34,1757
35,1830
36,1861
37,1842
38,1789
39,1734
40,1745
41,1776
42,1837
43,1866
44,1856
45,1808
46,1763
47,1751
48,1792
49,1873
50,1903
51,1903
52,1861
53,1808
54,1783
55,1808
56,1867
57,1911
58,1941
59,1895
60,1845
61,1821
62,1843
63,1905
64,1959
65,1975
66,1941
67,1907
68,1854
69,1863
70,1906
71,1961
72,1987
73,1975
74,1921
75,1891
76,1902
77,1936
78,2000
79,2034
80,2032
81,1998
82,1954
83,1942
84,1971
85,2047
86,2067
87,2059
88,2005
89,1954
90,1930
91,1950
92,2002
93,2041
94,2063
95,1997
96,1933
97,1890
98,1892
99,1936
100,1971
101,1973
102,1936
103,1888
104,1823
105,1809
106,1843
107,1879
108,1884
109,1849
110,1792
111,1739
112,1744
113,1763
114,1814
115,1837
116,1809
117,1753
118,1694
119,1678
120,1709
121,1779
122,1796
123,1786
124,1739
125,1684
126,1666
127,1686
128,1744
129,1787
130,1795
131,1759
132,1711
133,1680
134,1693
135,1744
136,1791
137,1803
138,1773
139,1733
140,1680
141,1685
142,1726
143,1783
144,1801
145,1787
146,1723
147,1702
148,1712
149,1739
150,1793
151,1821
152,1808
153,1762
154,1719
155,1712
156,1739
157,1808
158,1824
159,1813
160,1766
161,1715
162,1694
163,1712
164,1770
165,1807
166,1838
167,1786
168,1733
169,1701
170,1711
171,1759
172,1808
173,1817
174,1790
175,1754
176,1705
177,1710
178,1755
179,1806
180,1825
181,1806
182,1758
183,1711
184,1722
185,1745
186,1802
187,1824
188,1808
189,1758
190,1712
191,1700
192,1733
193,1786
194,1821
195,1814
196,1774
197,1722
198,1701
199,1723
200,1775
201,1808
202,1833
203,1781
204,1733
205,1703
206,1680
207,1763
208,1809
209,1817
210,1790
211,1757
212,1710
213,1703
214,1743
215,1795
216,1815
217,1797
218,1755
219,1712
220,1717
221,1735
222,1787
223,1809
224,1802
225,1757
226,1715
227,1712
228,1745
229,1825
230,1865
231,1886
232,1859
233,1799
234,1759
235,1765
236,1808
237,1841
238,1861
239,1808
240,1754
241,1716
242,1722
243,1771
244,1808
245,1815
246,1782
247,1745
248,1687
249,1686
250,1726
251,1775
252,1790
253,1765
254,1715
255,1673
256,1683
257,1709
258,1762
259,1782
260,1781
261,1717
262,1671
263,1657
264,1683
265,1757
266,1776
267,1776
268,1711
269,1680
270,1664
271,1683
272,1715
273,1757
274,1787
275,1726
276,1649
277,1590
278,1589
279,1653
280,1737
281,1808
282,1883
283,2015
284,2182
285,2404
286,2631
287,2806
288,2870
289,2786
290,2610
291,2405
292,2245
293,2109
294,2039
295,1971
296,1876
297,1755
298,1634
299,1566
300,1559
301,1618
302,1648
303,1661
304,1636
305,1591
306,1571
307,1587
308,1646
309,1691
310,1719
311,1673
312,1620
313,1597
314,1613
315,1670
316,1722
317,1737
318,1712
319,1679
320,1631
321,1636
322,1680
323,1742
324,1765
325,1744
326,1697
327,1649
328,1664
329,1696
330,1763
331,1795
332,1787
333,1746
334,1709
335,1668
336,1691
337,1797
338,1826
339,1822
340,1790
341,1744
342,1731
343,1757
344,1817
345,1863
346,1894
347,1849
348,1805
349,1777
350,1798
351,1858
352,1911
353,1931
354,1904
355,1870
356,1809
357,1809
358,1854
359,1904
360,1920
361,1893
362,1838
363,1789
364,1793
365,1810
366,1861
367,1882
368,1862
369,1808
370,1743
371,1709
372,1716
373,1776
374,1787
375,1776
376,1722
377,1655
378,1618
379,1625
380,1671
381,1703
382,1712
383,1650
384,1595
385,1554
386,1557
387,1607
388,1651
389,1663
390,1625
391,1584
392,1517
393,1517
394,1568
395,1621
396,1647
397,1620
398,1562
399,1517
400,1526
401,1554
402,1618
403,1651
404,1648
405,1601
406,1552
407,1535
408,1573
409,1648
410,1671
411,1668
412,1627
413,1577
414,1552
415,1577
416,1638
417,1683
418,1710
419,1654
420,1600
421,1567
422,1578
423,1633
424,1684
425,1701
426,1667
427,1629
428,1573
429,1579
430,1628
431,1685
432,1712
433,1686
434,1638
435,1589
436,1595
437,1611
438,1664
439,1694
440,1681
441,1636
442,1584
443,1568
444,1596
445,1671
446,1693
447,1690
448,1652
449,1604
450,1586
451,1606
452,1659
453,1695
454,1707
455,1671
456,1616
457,1584
458,1595
459,1648
460,1694
461,1709
462,1679
463,1632
464,1598
465,1613
466,1643
467,1698
468,1719
469,1699
470,1648
471,1600
472,1594
473,1635
474,1690
475,1717
476,1710
477,1664
478,1611
479,1598
480,1620
481,1700
482,1719
483,1721
484,1679
485,1623
486,1600
487,1615
488,1666
489,1707
490,1727
491,1678
492,1622
493,1589
494,1601
495,1660
496,1707
497,1721
498,1692
499,1655
500,1600
501,1605
502,1653
503,1712
504,1739
505,1721
506,1680
507,1637
508,1652
509,1681
510,1758
511,1809
512,1807
513,1745
514,1679
515,1649
516,1678
517,1755
518,1776
519,1771
520,1718
521,1657
522,1629
523,1650
524,1680
525,1747
526,1762
527,1726
528,1667
529,1625
530,1625
531,1673
532,1714
533,1725
534,1697
535,1655
536,1602
537,1605
538,1648
539,1710
540,1733
541,1713
542,1661
543,1616
544,1617
545,1649
546,1712
547,1744
548,1731
549,1686
550,1637
551,1616
552,1646
553,1710
554,1726
555,1710
556,1643
557,1555
558,1509
559,1534
560,1625
561,1728
562,1845
563,1994
564,2202
565,2430
566,2647
567,2843
568,2948
569,2915
