x,y
0,1692
1,1683
2,1639
3,1662
4,1744
5,1823
6,1827
7,1771
8,1698
9,1664
10,1661
11,1731
12,1812
13,1830
14,1777
15,1709
16,1650
17,1645
18,1721
19,1799
20,1840
21,1798
22,1725
23,1657
24,1638
25,1690
26,1776
27,1840
28,1803
29,1733
30,1670
31,1645
32,1680
33,1770
34,1835
35,1823
36,1777
37,1698
38,1653
39,1678
40,1757
41,1835
42,1840
43,1782
44,1710
45,1678
46,1678
47,1750
48,1835
49,1853
50,1802
51,1731
52,1677
53,1673
54,1735
55,1822
56,1862
57,1825
58,1751
59,1687
60,1667
61,1722
62,1809
63,1872
64,1837
65,1773
66,1703
67,1678
68,1717
69,1803
70,1859
71,1843
72,1783
73,1719
74,1684
75,1712
76,1789
77,1842
78,1875
79,1826
80,1766
81,1737
82,1739
83,1809
84,1861
85,1859
86,1807
87,1738
88,1705
89,1749
90,1881
91,1981
92,1989
93,1908
94,1795
95,1711
96,1670
97,1712
98,1789
99,1843
100,1807
101,1739
102,1669
103,1632
104,1669
105,1743
106,1808
107,1808
108,1766
109,1691
110,1650
111,1674
112,1757
113,1831
114,1827
115,1769
116,1701
117,1666
118,1671
119,1746
120,1830
121,1846
122,1808
123,1728
124,1673
125,1662
126,1728
127,1771
128,1743
129,1631
130,1488
131,1357
132,1285
133,1350
134,1577
135,1904
136,2305
137,2813
138,3554
139,4095
140,4095
141,4095
142,4095
143,4095
144,3988
145,3087
146,2405
147,1978
148,1753
149,1619
150,1488
151,1379
152,1318
153,1329
154,1392
155,1521
156,1647
157,1685
158,1648
159,1580
160,1513
161,1509
162,1590
163,1670
164,1708
165,1671
166,1603
167,1535
168,1533
169,1595
170,1687
171,1747
172,1719
173,1650
174,1586
175,1559
176,1607
177,1693
178,1754
179,1744
180,1696
181,1622
182,1584
183,1616
184,1697
185,1776
186,1781
187,1724
188,1654
189,1619
190,1621
191,1696
192,1776
193,1808
194,1750
195,1680
196,1630
197,1625
198,1702
199,1786
200,1824
201,1787
202,1716
203,1655
204,1616
205,1698
206,1782
207,1852
208,1820
209,1749
210,1682
211,1661
212,1707
213,1790
214,1853
215,1842
216,1797
217,1719
218,1687
219,1719
220,1808
221,1889
222,1898
223,1850
224,1791
225,1762
226,1770
227,1849
228,1936
229,1965
230,1926
231,1859
232,1808
233,1808
234,1874
235,1957
236,1986
237,1946
238,1871
239,1797
240,1771
241,1815
242,1895
243,1934
244,1892
245,1808
246,1728
247,1685
248,1713
249,1786
250,1834
251,1808
252,1737
253,1651
254,1610
255,1631
256,1712
257,1781
258,1775
259,1713
260,1639
261,1598
262,1607
263,1680
264,1759
265,1777
266,1730
267,1655
268,1601
269,1597
270,1665
271,1751
272,1793
273,1735
274,1676
275,1615
276,1611
277,1671
278,1767
279,1824
280,1792
281,1735
282,1654
283,1627
284,1673
285,1758
286,1819
287,1807
288,1744
289,1669
290,1635
291,1665
292,1751
293,1827
294,1827
295,1772
296,1697
297,1650
298,1658
299,1731
300,1808
301,1822
302,1773
303,1697
304,1648
305,1648
306,1717
307,1802
308,1829
309,1789
310,1718
311,1653
312,1642
313,1694
314,1776
315,1823
316,1792
317,1721
318,1655
319,1627
320,1669
321,1751
322,1808
323,1792
324,1728
325,1664
326,1644
327,1664
328,1749
329,1823
330,1823
331,1762
332,1690
333,1645
334,1655
335,1729
336,1805
337,1810
338,1765
339,1698
340,1648
341,1648
342,1714
343,1798
344,1826
345,1786
346,1715
347,1650
348,1637
349,1687
350,1777
351,1828
352,1801
353,1734
354,1671
355,1645
356,1687
357,1776
358,1839
359,1824
360,1763
361,1694
362,1651
363,1679
364,1759
365,1829
366,1829
367,1776
368,1706
369,1655
370,1672
371,1747
372,1825
373,1840
374,1779
375,1711
376,1659
377,1664
378,1737
379,1823
380,1850
381,1807
382,1738
383,1671
384,1658
385,1717
386,1807
387,1854
388,1822
389,1755
390,1689
391,1675
392,1719
393,1808
394,1865
395,1855
396,1798
397,1739
398,1711
399,1744
400,1835
401,1883
402,1858
403,1777
404,1697
405,1661
406,1705
407,1834
408,1962
409,2002
410,1915
411,1802
412,1712
413,1683
414,1741
415,1821
416,1843
417,1803
418,1739
419,1666
420,1649
421,1699
422,1778
423,1823
424,1792
425,1722
426,1668
427,1657
428,1701
429,1783
430,1840
431,1821
432,1758
433,1687
434,1652
435,1680
436,1776
437,1840
438,1840
439,1778
440,1703
441,1659
442,1678
443,1750
444,1822
445,1808
446,1675
447,1531
448,1407
449,1330
450,1346
451,1456
452,1648
453,1895
454,2271
455,2800
456,3601
457,4095
458,4095
459,4095
460,4095
461,4095
462,3851
463,2972
464,2367
465,2032
466,1808
467,1595
468,1397
469,1280
470,1258
471,1342
472,1506
473,1633
474,1664
475,1627
476,1567
477,1520
478,1535
479,1616
480,1702
481,1722
482,1652
483,1583
484,1521
485,1533
486,1610
487,1701
488,1733
489,1694
490,1639
491,1575
492,1569
493,1627
494,1712
495,1757
496,1730
497,1665
498,1611
499,1603
500,1646
501,1727
502,1779
503,1764
504,1707
505,1639
506,1606
507,1635
508,1719
509,1793
510,1795
511,1735
512,1667
513,1623
514,1648
515,1726
516,1805
517,1815
518,1762
519,1700
520,1653
521,1659
522,1731
523,1813
524,1839
525,1794
526,1731
527,1664
528,1661
529,1725
530,1815
531,1862
532,1833
533,1762
534,1701
535,1686
536,1745
537,1839
538,1904
539,1899
540,1850
541,1790
542,1763
543,1799
544,1888
545,1961
546,1962
547,1907
548,1843
549,1808
550,1835
551,1915
552,1990
553,1999
554,1947
555,1872
556,1813
557,1807
558,1862
559,1933
560,1948
561,1895
562,1819
563,1739
564,1713
565,1759
566,1834
567,1860
568,1807
569,1712
570,1616
571,1582
572,1605
573,1698
574,1767
575,1754
576,1682
577,1612
578,1575
579,1615
580,1724
581,1792
582,1791
583,1732
584,1663
585,1622
586,1648
587,1725
588,1803
589,1825
590,1757
591,1683
592,1635
593,1642
594,1712
595,1793
596,1814
597,1767
598,1703
599,1633
600,1631
601,1702
602,1792
603,1840
604,1811
605,1744
606,1679
607,1670
608,1712
609,1797
610,1850
611,1827
612,1760
613,1695
614,1664
615,1696
616,1785
617,1842
618,1835
619,1776
620,1702
621,1657
622,1677
623,1759
624,1840
625,1860
626,1795
627,1723
628,1664
629,1664
630,1730
631,1813
632,1840
633,1802
634,1744
635,1678
636,1667
637,1725
638,1806
639,1840
640,1805
641,1737
642,1680
643,1675
644,1715
645,1801
646,1854
647,1840
648,1760
649,1686
650,1651
651,1686
652,1785
653,1840
654,1836
655,1774
656,1700
657,1654
658,1674
659,1755
660,1831
661,1850
662,1786
663,1711
664,1658
665,1659
666,1728
667,1807
668,1819
669,1771
670,1717
671,1664
672,1641
673,1730
674,1815
675,1863
676,1834
677,1761
678,1691
679,1671
680,1711
681,1802
682,1859
683,1840
684,1773
685,1698
686,1662
687,1693
688,1791
689,1845
690,1835
691,1770
692,1696
693,1655
694,1680
695,1766
696,1850
697,1871
698,1802
699,1721
700,1670
701,1678
702,1759
703,1844
704,1872
705,1821
706,1760
707,1691
708,1690
709,1755
710,1846
711,1875
712,1833
713,1766
714,1695
715,1694
716,1739
717,1831
718,1890
719,1872
720,1807
721,1731
722,1687
723,1715
724,1808
725,1870
726,1861
727,1798
728,1729
729,1699
730,1735
731,1834
732,1915
733,1936
734,1865
735,1776
736,1709
737,1694
738,1761
739,1857
740,1906
741,1907
742,1893
743,1840
744,1808
745,1834
746,1883
747,1891
748,1840
749,1762
750,1686
751,1662
752,1695
753,1778
754,1834
755,1801
756,1725
757,1658
758,1638
759,1691
760,1799
761,1856
762,1844
763,1781
764,1712
765,1666
766,1680
767,1759
768,1834
769,1837
770,1775
771,1711
772,1655
773,1664
774,1746
775,1834
776,1859
777,1815
778,1749
779,1647
780,1571
781,1558
782,1573
783,1530
784,1441
785,1383
786,1456
787,1734
788,2217
789,2887
790,3977
791,4095
792,4095
793,4095
794,4095
795,4095
796,4007
797,3152
798,2486
799,2002
800,1655
801,1423
802,1331
803,1370
804,1458
805,1521
806,1517
807,1494
808,1485
809,1515
810,1600
811,1678
812,1695
813,1649
814,1598
815,1535
816,1531
817,1600
818,1682
819,1715
820,1680
821,1614
822,1559
823,1562
824,1615
825,1712
826,1769
827,1745
828,1681
829,1617
830,1587
831,1627
832,1729
833,1781
834,1767
835,1703
836,1636
837,1598
838,1628
839,1716
840,1803
841,1825
842,1763
843,1691
844,1639
845,1644
846,1717
847,1804
848,1827
849,1787
850,1722
851,1661
852,1651
853,1717
854,1807
855,1845
856,1808
857,1733
858,1678
859,1677
860,1725
861,1809
862,1855
863,1826
864,1755
865,1691
866,1665
867,1710
868,1808
869,1871
870,1866
871,1808
872,1742
873,1709
874,1739
875,1831
876,1914
877,1936
878,1877
879,1819
880,1778
881,1797
882,1875
883,1967
884,1991
885,1949
886,1889
887,1818
888,1808
889,1867
890,1950
891,1979
892,1936
893,1857
894,1784
895,1771
896,1803
897,1874
898,1907
899,1873
900,1783
901,1705
902,1664
903,1695
904,1778
905,1814
906,1791
907,1717
908,1641
909,1599
910,1617
911,1697
912,1763
913,1774
914,1704
915,1648
916,1594
917,1616
918,1695
919,1778
920,1797
921,1749
922,1689
923,1627
924,1625
925,1692
926,1777
927,1806
928,1767
929,1697
930,1634
931,1629
932,1677
933,1769
934,1822
935,1795
936,1727
937,1655
938,1629
939,1674
940,1775
941,1828
942,1813
943,1754
944,1680
945,1645
946,1674
947,1757
948,1832
949,1843
950,1773
951,1696
952,1648
953,1660
954,1734
955,1818
956,1837
957,1777
958,1707
959,1641
960,1645
961,1712
962,1804
963,1831
964,1777
965,1709
966,1646
967,1645
968,1693
969,1786
970,1814
971,1798
972,1728
973,1659
974,1637
975,1680
976,1776
977,1826
978,1808
979,1743
980,1671
981,1631
982,1659
983,1744
984,1819
985,1830
986,1758
987,1683
988,1635
989,1643
990,1713
991,1792
992,1810
993,1761
994,1701
995,1637
996,1638
997,1710
998,1801
999,1834
1000,1793
1001,1717
1002,1655
1003,1643
1004,1699
1005,1789
1006,1838
1007,1809
1008,1743
1009,1678
1010,1648
1011,1685
1012,1767
1013,1829
1014,1811
1015,1745
1016,1679
1017,1647
1018,1680
1019,1767
1020,1840
1021,1850
1022,1782
1023,1710
1024,1655
1025,1664
1026,1741
1027,1821
1028,1840
1029,1791
1030,1727
1031,1676
1032,1678
1033,1737
1034,1826
1035,1867
1036,1829
1037,1758
1038,1692
1039,1679
1040,1732
1041,1821
1042,1870
1043,1840
1044,1766
1045,1694
1046,1669
1047,1709
1048,1806
1049,1856
1050,1840
1051,1770
1052,1690
1053,1648
1054,1675
1055,1759
1056,1832
1057,1840
1058,1777
1059,1711
1060,1671
1061,1695
1062,1779
1063,1866
1064,1882
1065,1827
1066,1755
1067,1680
1068,1670
1069,1741
1070,1833
1071,1872
1072,1847
1073,1792
1074,1744
1075,1745
1076,1780
1077,1851
1078,1872
1079,1821
1080,1755
1081,1712
1082,1733
1083,1818
1084,1931
1085,1959
1086,1911
1087,1814
1088,1717
1089,1666
1090,1685
1091,1770
1092,1840
1093,1830
1094,1763
1095,1680
1096,1627
1097,1637
1098,1712
1099,1791
1100,1813
1101,1750
1102,1674
1103,1645
1104,1664
1105,1726
1106,1814
1107,1846
1108,1807
1109,1728
1110,1666
1111,1662
1112,1709
1113,1798
1114,1852
1115,1827
1116,1758
1117,1682
1118,1649
1119,1680
1120,1744
1121,1728
1122,1641
1123,1495
1124,1349
1125,1263
1126,1309
1127,1520
1128,1872
1129,2293
1130,2783
1131,3479
1132,4095
1133,4095
1134,4095
1135,4095
1136,4095
1137,3856
1138,2970
1139,2318
1140,1907
1141,1726
1142,1634
1143,1527
1144,1411
1145,1321
1146,1286
1147,1345
1148,1457
1149,1602
1150,1675
1151,1658
1152,1595
1153,1531
1154,1517
1155,1571
1156,1677
1157,1726
1158,1711
1159,1648
1160,1581
1161,1535
1162,1575
1163,1664
1164,1742
1165,1749
1166,1681
1167,1616
1168,1575
1169,1594
1170,1674
1171,1756
1172,1770
1173,1713
1174,1642
1175,1595
1176,1604
1177,1677
1178,1764
1179,1795
1180,1756
1181,1685
1182,1631
1183,1637
1184,1690
1185,1776
1186,1810
1187,1771
1188,1697
1189,1637
1190,1622
1191,1680
1192,1791
1193,1843
1194,1833
1195,1770
1196,1695
1197,1655
1198,1682
