x,y
0,1968
1,3350
2,3347
3,3124
4,2810
5,2505
6,2249
7,2039
8,1904
9,1834
10,1789
11,1765
12,1751
13,1756
14,1776
15,1791
16,1793
17,1781
18,1766
19,1752
20,1745
21,1755
22,1772
23,1783
24,1787
25,1776
26,1770
27,1765
28,1773
29,1782
30,1795
31,1805
32,1793
33,1780
34,1776
35,1783
36,1798
37,1811
38,1818
39,1811
40,1808
41,1804
42,1808
43,1826
44,1840
45,1841
46,1836
47,1823
48,1821
49,1830
50,1842
51,1857
52,1867
53,1862
54,1853
55,1845
56,1843
57,1856
58,1870
59,1882
60,1879
61,1873
62,1868
63,1866
64,1877
65,1899
66,1910
67,1920
68,1915
69,1906
70,1904
71,1919
72,1940
73,1947
74,1964
75,1958
76,1947
77,1947
78,1957
79,1973
80,1987
81,1993
82,1990
83,1975
84,1963
85,1953
86,1963
87,1968
88,1968
89,1957
90,1936
91,1920
92,1913
93,1915
94,1920
95,1918
96,1909
97,1890
98,1869
99,1855
100,1861
101,1872
102,1884
103,1879
104,1864
105,1847
106,1840
107,1845
108,1860
109,1872
110,1876
111,1872
112,1859
113,1849
114,1847
115,1854
116,1865
117,1872
118,1871
119,1862
120,1847
121,1842
122,1851
123,1863
124,1872
125,1869
126,1854
127,1840
128,1839
129,1846
130,1857
131,1872
132,1872
133,1861
134,1847
135,1841
136,1850
137,1859
138,1877
139,1882
140,1872
141,1857
142,1847
143,1854
144,1865
145,1872
146,1872
147,1867
148,1854
149,1845
150,1845
151,1856
152,1868
153,1869
154,1862
155,1852
156,1846
157,1851
158,1866
159,1874
160,1879
161,1873
162,1869
163,1859
164,1857
165,1866
166,1876
167,1887
168,1889
169,1878
170,1869
171,1859
172,1859
173,1872
174,1883
175,1885
176,1869
177,1861
178,1857
179,1870
180,1887
181,1883
182,1901
183,1891
184,1872
185,1861
186,1862
187,1873
188,1887
189,1894
190,1885
191,1875
192,1872
193,1872
194,1887
195,1907
196,1909
197,1911
198,1909
199,1910
200,1917
201,1936
202,1953
203,1967
204,1974
205,1961
206,1958
207,1952
208,1962
209,1969
210,1970
211,1955
212,1930
213,1909
214,1894
215,1903
216,1920
217,1936
218,1934
219,1919
220,1892
221,1872
222,1870
223,1877
224,1892
225,1899
226,1889
227,1872
228,1856
229,1853
230,1861
231,1872
232,1883
233,1878
234,1869
235,1856
236,1851
237,1856
238,1863
239,1872
240,1873
241,1870
242,1860
243,1855
244,1858
245,1867
246,1856
247,1821
248,1763
249,1723
250,1726
251,1760
252,1808
253,1869
254,1963
255,2118
256,2324
257,2559
258,2842
259,3153
260,3403
261,3422
262,3195
263,2880
264,2559
265,2288
266,2072
267,1934
268,1865
269,1815
270,1787
271,1776
272,1776
273,1791
274,1808
275,1812
276,1808
277,1787
278,1773
279,1761
280,1762
281,1775
282,1787
283,1794
284,1786
285,1774
286,1761
287,1765
288,1777
289,1795
290,1802
291,1798
292,1789
293,1782
294,1787
295,1806
296,1817
297,1830
298,1826
299,1813
300,1803
301,1807
302,1820
303,1840
304,1851
305,1849
306,1838
307,1826
308,1824
309,1832
310,1847
311,1858
312,1863
313,1858
314,1853
315,1854
316,1860
317,1873
318,1890
319,1897
320,1886
321,1879
322,1872
323,1879
324,1904
325,1922
326,1930
327,1927
328,1920
329,1916
330,1921
331,1936
332,1958
333,1974
334,1979
335,1973
336,1967
337,1965
338,1970
339,1986
340,2000
341,2007
342,2005
343,1998
344,1993
345,1993
346,1997
347,2000
348,1997
349,1974
