x,y
0,1898
1,1899
2,1855
3,1847
4,1840
5,1837
6,1840
7,1843
8,1850
9,1853
10,1843
11,1836
12,1830
13,1837
14,1846
15,1854
16,1853
17,1843
18,1834
19,1827
20,1831
21,1840
22,1848
23,1855
24,1851
25,1843
26,1840
27,1843
28,1851
29,1856
30,1857
31,1853
32,1843
33,1840
34,1840
35,1847
36,1854
37,1853
38,1841
39,1831
40,1823
41,1822
42,1831
43,1842
44,1850
45,1849
46,1845
47,1840
48,1840
49,1844
50,1854
51,1862
52,1861
53,1849
54,1839
55,1831
56,1839
57,1850
58,1858
59,1867
60,1862
61,1858
62,1849
63,1849
64,1853
65,1857
66,1863
67,1858
68,1853
69,1847
70,1847
71,1854
72,1863
73,1851
74,1872
75,1859
76,1850
77,1851
78,1856
79,1869
80,1872
81,1873
82,1865
83,1856
84,1857
85,1869
86,1885
87,1904
88,1907
89,1907
90,1905
91,1904
92,1918
93,1933
94,1954
95,1968
96,1968
97,1958
98,1941
99,1933
100,1927
101,1931
102,1933
103,1925
104,1909
105,1899
106,1894
107,1895
108,1891
109,1886
110,1875
111,1860
112,1854
113,1846
114,1856
115,1863
116,1869
117,1867
118,1851
119,1840
120,1836
121,1840
122,1846
123,1855
124,1856
125,1845
126,1831
127,1824
128,1831
129,1843
130,1858
131,1869
132,1868
133,1855
134,1831
135,1813
136,1777
137,1751
138,1745
139,1759
140,1786
141,1814
142,1872
143,1994
144,2185
145,2413
146,2655
147,2910
148,3173
149,3323
150,3230
151,2993
152,2719
153,2447
154,2195
155,2000
156,1877
157,1816
158,1790
159,1779
160,1787
161,1789
162,1786
163,1783
164,1782
165,1787
166,1793
167,1792
168,1785
169,1776
170,1768
171,1770
172,1777
173,1787
174,1793
175,1789
176,1782
177,1776
178,1776
179,1783
180,1793
181,1802
182,1790
183,1807
184,1808
185,1808
186,1821
187,1835
188,1840
189,1842
190,1835
191,1824
192,1822
193,1823
194,1837
195,1857
196,1861
197,1852
198,1847
199,1843
200,1849
201,1862
202,1874
203,1882
204,1875
205,1872
206,1872
207,1875
208,1891
209,1904
210,1911
211,1909
212,1904
213,1898
214,1904
215,1919
216,1934
217,1945
