x,y
0,1649
1,1687
2,1746
3,1776
4,1767
5,1708
6,1663
7,1649
8,1679
9,1744
10,1776
11,1771
12,1728
13,1684
14,1647
15,1648
16,1675
17,1689
18,1697
19,1680
20,1666
21,1705
22,1874
23,2157
24,2460
25,2715
26,2860
27,2895
28,2851
29,2736
30,2539
31,1759
32,1803
33,1808
34,1835
35,1866
36,1870
37,1845
38,1803
39,1767
40,1761
41,1779
42,1818
43,1840
44,1830
45,1795
46,1757
47,1739
48,1749
49,1784
50,1806
51,1794
52,1763
53,1735
54,1723
55,1735
56,1771
57,1798
58,1797
59,1770
60,1744
61,1727
62,1728
63,1754
64,1793
65,1808
66,1792
67,1765
68,1742
69,1741
70,1759
71,1781
72,1783
73,1755
74,1707
75,1664
76,1670
77,1719
78,1815
79,1837
80,2038
81,2242
82,2475
83,2695
84,2867
85,2983
86,2980
87,2837
88,2603
89,2352
90,2155
91,2027
92,1968
93,1925
94,1866
95,1776
96,1690
97,1633
98,1622
99,1661
100,1712
101,1734
102,1679
103,1639
104,1607
105,1598
106,1611
107,1642
108,1648
109,1634
110,1609
111,1591
112,1590
113,1680
114,1738
115,1775
116,1770
117,1744
118,1717
119,1713
120,1728
121,1761
122,1789
123,1790
124,1774
125,1754
126,1744
127,1755
128,1791
129,1825
130,1840
131,1826
132,1803
133,1789
134,1795
135,1830
136,1827
137,1829
138,1869
139,1847
140,1840
141,1845
142,1872
143,1910
144,1934
145,1929
146,1904
147,1886
148,1884
149,1897
150,1935
151,1953
152,1947
153,1904
154,1862
155,1847
156,1851
157,1872
158,1879
159,1869
160,1840
161,1807
162,1790
163,1793
164,1811
165,1890
166,1889
167,1857
168,1819
169,1795
170,1799
171,1823
172,1847
173,1843
174,1813
175,1775
176,1745
177,1740
178,1750
179,1775
180,1780
181,1762
182,1726
183,1697
184,1693
185,1776
186,1745
187,1764
188,1750
189,1721
190,1692
191,1686
192,1707
193,1744
194,1767
195,1762
196,1731
197,1703
198,1689
199,1706
200,1744
201,1729
202,1712
203,1743
204,1712
205,1662
206,1633
207,1687
208,1710
209,1648
210,1674
211,1649
212,1649
213,1648
214,1679
215,1680
216,1723
217,1713
218,1683
219,1664
220,1664
221,1693
222,1712
223,1725
224,1712
225,1681
226,1663
227,1659
228,1675
229,1707
230,1744
231,1727
232,1703
233,1671
234,1654
235,1664
236,1692
237,1722
238,1727
239,1717
240,1677
241,1663
242,1670
243,1698
244,1728
245,1733
246,1711
247,1680
248,1677
249,1664
250,1682
251,1712
252,1730
253,1725
254,1705
255,1687
256,1686
257,1717
258,1760
259,1797
260,1799
261,1741
262,1755
263,1744
264,1727
265,1761
266,1782
267,1755
268,1724
269,1707
270,1699
271,1715
272,1745
273,1766
274,1755
275,1739
276,1693
277,1680
278,1680
279,1707
280,1738
281,1744
282,1727
283,1703
284,1690
285,1678
286,1697
287,1728
288,1742
289,1731
290,1700
291,1680
292,1680
293,1717
294,1744
295,1765
296,1750
297,1723
298,1702
299,1691
300,1707
301,1728
302,1745
303,1701
304,1653
305,1633
306,1657
307,1732
308,1841
309,1995
310,2176
311,2378
312,2532
313,2643
314,2711
315,2723
316,2642
317,2487
318,2288
319,2095
320,1947
321,1840
322,1798
323,1773
324,1731
325,1670
326,1610
327,1571
328,1569
329,1616
330,1663
331,1696
332,1681
333,1657
334,1634
335,1630
336,1650
337,1693
338,1733
339,1714
340,1694
341,1665
342,1655
343,1669
344,1707
345,1739
346,1747
347,1739
348,1697
349,1680
350,1691
351,1723
352,1760
353,1771
354,1753
355,1730
356,1738
357,1735
358,1766
359,1798
360,1811
361,1802
362,1776
363,1757
364,1762
365,1808
366,1840
367,1866
368,1858
369,1836
370,1811
371,1815
372,1840
373,1873
374,1913
375,1902
376,1878
377,1856
378,1846
379,1863
380,1899
381,1929
382,1931
383,1918
384,1872
385,1855
386,1854
387,1878
388,1908
389,1909
390,1886
391,1813
392,1783
393,1775
394,1781
395,1838
396,1843
397,1825
398,1795
399,1763
400,1757
401,1783
402,1795
403,1802
404,1773
405,1730
406,1699
407,1687
408,1699
409,1728
410,1762
411,1741
412,1712
413,1679
414,1659
415,1665
416,1693
417,1721
418,1719
419,1712
420,1666
421,1654
422,1664
423,1697
424,1733
425,1736
426,1712
427,1680
428,1674
429,1670
430,1699
431,1735
432,1747
433,1734
434,1705
435,1681
436,1683
437,1716
438,1730
439,1747
440,1742
441,1719
442,1703
443,1699
444,1721
445,1755
446,1790
447,1770
448,1738
449,1711
450,1703
451,1712
452,1743
453,1765
454,1762
455,1745
456,1706
457,1692
458,1689
459,1717
460,1751
461,1763
462,1743
463,1712
464,1712
465,1702
466,1729
467,1759
468,1765
469,1744
470,1717
471,1699
472,1702
473,1742
474,1759
475,1775
476,1762
477,1729
478,1702
479,1696
480,1710
481,1742
482,1775
483,1751
484,1728
485,1701
486,1698
487,1719
488,1762
489,1798
490,1802
491,1785
492,1735
493,1730
494,1759
495,1807
496,1840
497,1850
498,1832
499,1793
500,1776
501,1744
502,1758
503,1782
504,1799
505,1789
506,1762
507,1744
508,1740
509,1766
510,1765
511,1767
512,1746
513,1715
514,1691
515,1687
516,1711
517,1746
518,1770
519,1759
520,1729
521,1670
522,1690
523,1711
524,1742
525,1761
526,1765
527,1755
528,1712
529,1698
530,1711
531,1744
532,1773
533,1776
534,1754
535,1717
536,1699
537,1664
538,1662
539,1679
540,1698
541,1717
542,1743
543,1808
544,1965
545,2226
546,2500
547,2735
548,2864
549,2890
550,2822
551,2681
552,2494
553,2321
554,2185
555,2039
556,1935
557,1841
558,1764
559,1707
560,1678
561,1663
562,1648
563,1647
564,1620
565,1622
566,1641
567,1674
568,1702
569,1707
570,1685
571,1659
572,1651
573,1643
574,1670
575,1709
576,1723
577,1711
578,1683
579,1667
580,1670
581,1690
582,1728
583,1743
584,1731
585,1707
586,1685
587,1685
588,1712
589,1747
590,1789
591,1776
592,1711
593,1702
594,1719
595,1740
596,1779
597,1810
598,1818
599,1814
600,1779
601,1737
602,1791
603,1824
604,1857
605,1863
606,1847
607,1829
608,1841
609,1844
610,1875
611,1907
612,1922
613,1905
614,1877
615,1859
616,1866
617,1904
618,1922
619,1933
620,1917
621,1885
622,1856
623,1846
624,1864
625,1890
626,1904
627,1882
628,1845
629,1808
630,1797
631,1803
632,1824
633,1839
634,1819
635,1795
636,1742
637,1714
638,1712
639,1735
640,1758
641,1751
642,1719
643,1684
644,1675
645,1657
646,1680
647,1711
648,1728
649,1694
650,1663
651,1639
652,1600
653,1673
654,1695
655,1704
656,1696
657,1670
658,1649
659,1639
660,1654
661,1691
662,1735
663,1723
664,1699
665,1671
666,1659
667,1669
668,1702
669,1730
670,1735
671,1726
672,1686
673,1671
674,1680
675,1709
676,1735
677,1739
678,1714
679,1683
680,1680
681,1671
682,1698
683,1727
684,1737
685,1714
686,1686
687,1669
688,1671
689,1713
690,1735
691,1744
692,1730
693,1703
694,1679
695,1673
696,1691
697,1725
698,1759
699,1737
700,1711
701,1683
702,1676
703,1685
704,1719
705,1743
706,1739
707,1727
708,1685
709,1685
710,1679
711,1712
712,1735
713,1738
714,1714
715,1689
716,1687
717,1679
718,1711
719,1743
720,1751
721,1738
722,1703
723,1679
724,1674
725,1707
726,1722
727,1735
728,1728
729,1707
730,1699
731,1709
732,1728
733,1753
734,1781
735,1771
736,1768
737,1762
738,1764
739,1778
740,1803
741,1808
742,1789
743,1763
744,1712
745,1703
746,1721
747,1758
748,1785
749,1778
750,1750
751,1713
752,1703
753,1685
754,1712
755,1744
756,1747
757,1728
758,1700
759,1680
760,1680
761,1712
762,1734
763,1750
764,1739
765,1707
766,1683
767,1687
768,1709
769,1741
770,1760
771,1750
772,1732
773,1686
774,1682
775,1698
776,1726
777,1739
778,1719
779,1680
780,1616
781,1601
782,1634
783,1702
784,1799
785,1939
786,2157
787,2394
788,2635
789,2800
790,2929
791,2981
792,2879
793,2646
794,2383
795,2164
796,2027
797,1972
798,1921
799,1866
800,1776
801,1670
802,1591
803,1568
804,1595
805,1645
806,1691
807,1679
808,1651
809,1629
810,1616
811,1627
812,1657
813,1681
814,1680
815,1674
816,1634
817,1621
818,1633
819,1670
820,1707
821,1712
822,1696
823,1674
824,1675
825,1664
826,1694
827,1728
828,1741
829,1728
830,1705
831,1685
832,1695
833,1744
834,1775
835,1789
836,1776
837,1751
838,1731
839,1738
840,1756
841,1802
842,1839
843,1821
844,1804
845,1785
846,1788
847,1813
848,1853
849,1883
850,1887
851,1879
852,1841
853,1834
854,1852
855,1887
856,1911
857,1919
858,1894
859,1867
860,1865
861,1851
862,1879
863,1911
864,1914
865,1891
866,1856
867,1830
868,1822
869,1852
870,1859
871,1859
872,1829
873,1787
874,1754
875,1742
876,1747
877,1776
878,1795
879,1758
880,1718
881,1680
882,1666
883,1678
884,1709
885,1723
886,1710
887,1691
888,1645
889,1629
890,1639
891,1666
892,1687
893,1686
894,1662
895,1627
896,1622
897,1617
898,1648
899,1681
900,1705
901,1669
902,1646
903,1595
904,1626
905,1670
906,1691
907,1710
908,1699
909,1666
910,1641
911,1635
912,1657
913,1695
914,1731
915,1709
916,1678
917,1652
918,1644
919,1658
920,1689
921,1714
922,1716
923,1711
924,1669
925,1654
926,1667
927,1697
928,1725
929,1727
930,1706
931,1679
932,1678
933,1667
934,1694
935,1722
936,1731
937,1712
938,1680
939,1658
940,1654
941,1693
942,1711
943,1719
944,1705
945,1677
946,1658
947,1654
948,1677
949,1707
950,1743
951,1719
952,1696
953,1678
954,1678
955,1693
956,1715
957,1733
958,1727
959,1714
960,1677
961,1670
962,1683
963,1713
964,1738
965,1731
966,1710
967,1680
968,1678
969,1662
970,1687
971,1726
972,1734
973,1715
974,1685
975,1665
976,1671
977,1729
978,1760
979,1776
980,1763
981,1746
982,1744
983,1751
984,1774
985,1805
986,1831
987,1798
988,1762
989,1725
990,1712
991,1728
992,1759
993,1779
994,1774
995,1757
996,1705
997,1685
998,1691
999,1714
1000,1738
1001,1731
1002,1701
1003,1667
1004,1679
1005,1680
1006,1713
1007,1747
1008,1754
1009,1739
1010,1699
1011,1678
1012,1669
1013,1711
1014,1727
1015,1742
1016,1728
1017,1703
1018,1695
1019,1692
1020,1712
1021,1744
1022,1766
1023,1727
1024,1680
1025,1637
1026,1600
1027,1615
1028,1657
1029,1712
1030,1758
1031,1836
1032,1937
1033,2134
1034,2377
1035,2608
1036,2762
1037,2800
1038,2704
1039,2544
1040,2379
1041,2188
1042,2061
1043,1968
1044,1891
1045,1821
1046,1730
1047,1665
1048,1623
1049,1631
1050,1632
1051,1645
1052,1641
1053,1630
1054,1619
1055,1623
1056,1650
1057,1685
1058,1703
1059,1690
1060,1662
1061,1635
1062,1633
1063,1654
1064,1686
1065,1712
1066,1712
1067,1707
1068,1669
1069,1657
1070,1667
1071,1707
1072,1742
1073,1750
1074,1730
1075,1703
1076,1708
1077,1706
1078,1740
1079,1776
1080,1782
1081,1774
1082,1748
1083,1744
1084,1746
1085,1790
1086,1808
1087,1824
1088,1810
1089,1788
1090,1778
1091,1783
1092,1811
1093,1850
1094,1874
1095,1869
1096,1843
1097,1827
1098,1822
1099,1840
1100,1873
1101,1906
1102,1915
1103,1923
1104,1875
1105,1863
1106,1834
1107,1895
1108,1914
1109,1909
1110,1886
1111,1857
1112,1856
1113,1840
1114,1862
1115,1888
1116,1884
1117,1861
1118,1823
1119,1797
1120,1793
1121,1815
1122,1815
1123,1811
1124,1782
1125,1739
1126,1709
1127,1695
1128,1680
1129,1691
1130,1696
1131,1713
1132,1677
1133,1645
1134,1637
1135,1655
1136,1687
1137,1711
1138,1698
1139,1680
1140,1638
1141,1629
1142,1639
1143,1674
1144,1703
1145,1701
1146,1677
1147,1646
1148,1647
1149,1641
1150,1674
1151,1706
1152,1710
1153,1693
1154,1660
1155,1645
1156,1647
1157,1690
1158,1712
1159,1727
1160,1717
1161,1688
1162,1667
1163,1663
1164,1680
1165,1714
1166,1685
1167,1712
1168,1682
1169,1662
1170,1662
1171,1685
1172,1721
1173,1744
1174,1739
1175,1727
1176,1687
1177,1678
1178,1687
1179,1715
1180,1744
1181,1738
1182,1712
1183,1681
1184,1680
1185,1679
1186,1710
1187,1743
1188,1747
1189,1733
1190,1709
1191,1695
1192,1698
1193,1726
1194,1745
1195,1750
1196,1730
1197,1699
1198,1680
1199,1677
1200,1697
1201,1728
1202,1753
1203,1735
1204,1712
1205,1685
1206,1681
1207,1701
1208,1725
1209,1744
1210,1743
