x,y
0,1973
1,1962
2,1963
3,1980
4,1997
5,2002
6,1994
7,1982
8,1968
9,1966
10,1977
11,1992
12,2000
13,1996
14,1979
15,1966
16,1957
17,1968
18,1983
19,1990
20,1986
21,1968
22,1947
23,1940
24,1949
25,1963
26,1969
27,1968
28,1955
29,1938
30,1936
31,1947
32,1963
33,1975
34,1977
35,1965
36,1947
37,1936
38,1940
39,1953
40,1970
41,1978
42,1968
43,1957
44,1950
45,1958
46,1969
47,1990
48,2000
49,1991
50,1974
51,1966
52,1963
53,1981
54,2003
55,2029
56,2041
57,2034
58,2021
59,2013
60,2011
61,2015
62,2021
63,2026
64,2032
65,2039
66,2042
67,2041
68,2047
69,2061
70,2046
71,2023
72,1997
73,1979
74,1973
75,1978
76,1983
77,1978
78,1967
79,1943
80,1925
81,1919
82,1931
83,1950
84,1960
85,1956
86,1936
87,1925
88,1920
89,1932
90,1947
91,1958
92,1959
93,1951
94,1935
95,1926
96,1932
97,1936
98,1943
99,1919
100,1870
101,1808
102,1776
103,1776
104,1802
105,1823
106,1853
107,1905
108,2007
109,2195
110,2445
111,2681
112,2798
113,2759
114,2598
115,2372
116,2172
117,2031
118,1962
119,1933
120,1938
121,1972
122,2011
123,2029
124,2032
125,2033
126,2030
127,2013
128,1986
129,1950
130,1909
131,1905
132,1909
133,1929
134,1942
135,1946
136,1933
137,1919
138,1910
139,1913
140,1932
141,1951
142,1952
143,1945
144,1926
145,1919
146,1925
147,1938
148,1958
149,1966
150,1958
151,1942
152,1935
153,1936
154,1953
155,1970
156,1979
157,1971
158,1965
159,1950
160,1952
161,1963
162,1980
163,1997
164,1999
165,1986
166,1971
167,1968
168,1979
169,2000
170,2019
171,2022
172,2010
173,1994
174,1986
175,1995
176,2009
177,2028
178,2032
179,2028
180,2011
181,2001
182,2003
183,2018
184,2032
185,2038
186,2032
187,2022
188,2006
189,2006
190,2016
191,2032
192,2034
193,2032
194,2018
195,2000
196,2004
197,2017
198,2032
199,2033
200,2026
201,1999
202,1974
203,1957
204,1955
205,1968
206,1975
207,1968
208,1946
209,1918
210,1902
211,1898
212,1904
213,1917
214,1920
215,1910
216,1887
217,1877
218,1874
219,1889
220,1904
221,1908
222,1899
223,1877
224,1865
225,1860
226,1871
227,1891
228,1905
229,1904
230,1892
231,1877
232,1872
233,1887
234,1905
235,1919
236,1918
237,1904
238,1893
239,1890
240,1901
241,1918
242,1933
243,1929
244,1914
245,1899
246,1887
247,1895
248,1907
249,1922
250,1932
251,1923
252,1906
253,1899
254,1898
255,1910
256,1929
257,1936
258,1935
259,1921
260,1910
261,1902
262,1910
263,1926
264,1935
265,1935
266,1922
267,1908
268,1904
269,1910
270,1929
271,1943
272,1939
273,1926
274,1911
275,1905
276,1914
277,1931
278,1946
279,1947
280,1936
281,1920
282,1909
283,1914
284,1926
285,1939
286,1949
287,1947
288,1936
289,1934
290,1939
291,1968
292,1999
293,2017
294,2011
295,1989
296,1967
297,1952
298,1963
299,1991
300,2017
301,2031
302,2015
303,1995
304,1982
305,1981
306,1984
307,1989
308,1984
309,1967
310,1938
311,1922
312,1926
313,1936
314,1937
315,1934
316,1920
317,1906
318,1900
319,1904
320,1919
321,1933
322,1936
323,1934
324,1921
325,1917
326,1913
327,1921
328,1932
329,1934
330,1923
331,1908
332,1888
333,1869
334,1872
335,1854
336,1823
337,1788
338,1773
339,1772
340,1771
341,1803
342,1867
343,1970
344,2150
345,2359
346,2559
347,2679
348,2677
349,2559
350,2403
351,2218
352,2059
353,1936
354,1867
355,1846
356,1886
357,1955
358,2010
359,2023
360,2002
361,1979
362,1959
363,1952
364,1950
365,1943
366,1936
367,1924
368,1919
369,1917
370,1925
371,1938
372,1947
373,1941
374,1925
375,1910
376,1906
377,1919
378,1942
379,1962
380,1967
381,1956
382,1941
383,1936
384,1950
385,1968
386,1984
387,1984
388,1978
389,1966
390,1959
391,1971
392,1995
393,2013
394,2019
395,2007
396,1997
397,1982
398,1984
399,2001
400,2022
401,2033
402,2034
403,2025
404,2013
405,2015
406,2031
407,2047
408,2059
409,2058
410,2043
411,2032
412,2032
413,2045
414,2061
415,2071
416,2074
417,2064
418,2047
419,2042
420,2047
421,2065
422,2078
423,2082
424,2067
425,2053
426,2041
427,2055
428,2071
429,2086
430,2082
431,2066
432,2039
433,2027
434,2020
435,2028
436,2032
437,2032
438,2015
439,1993
440,1977
441,1966
442,1966
443,1968
444,1967
445,1953
446,1931
447,1909
448,1901
449,1912
450,1925
451,1936
452,1935
453,1919
454,1908
455,1902
456,1905
457,1917
458,1923
459,1923
460,1914
461,1903
462,1886
463,1904
464,1920
465,1936
466,1939
467,1932
468,1914
469,1902
470,1903
471,1909
472,1922
473,1930
474,1928
475,1915
476,1910
477,1910
478,1919
479,1931
480,1939
481,1936
482,1922
483,1909
484,1905
485,1913
486,1929
487,1937
488,1941
489,1932
490,1915
491,1910
492,1914
493,1927
494,1938
495,1940
496,1932
497,1918
498,1908
499,1914
500,1930
501,1938
502,1938
503,1930
504,1913
505,1906
506,1914
507,1925
508,1939
509,1950
